"","probesDrop"
"29840","cg24029715"
"29841","cg24030277"
"29842","cg24031505"
"29843","cg24034755"
"29844","cg24035745"
"29845","cg24036791"
"29846","cg24037358"
"29847","cg24037383"
"29848","cg24037651"
"29849","cg24037715"
"29850","cg24038158"
"29851","cg24039778"
"29852","cg24040043"
"29853","cg24043887"
"29854","cg24044564"
"29855","cg24044707"
"29856","cg24044776"
"29857","cg24045369"
"29858","cg24045482"
"29859","cg24045574"
"29860","cg24048283"
"29861","cg24048361"
"29862","cg24051234"
"29863","cg24051749"
"29864","cg24051798"
"29865","cg24051943"
"29866","cg24052698"
"29867","cg24054460"
"29868","cg24054582"
"29869","cg24055302"
"29870","cg24056293"
"29871","cg24057255"
"29872","cg24057558"
"29873","cg24059197"
"29874","cg24059677"
"29875","cg24060327"
"29876","cg24060917"
"29877","cg24061597"
"29878","cg24062157"
"29879","cg24062486"
"29880","cg24062526"
"29881","cg24063658"
"29882","cg24063912"
"29883","cg24064173"
"29884","cg24065991"
"29885","cg24068006"
"29886","cg24071943"
"29887","cg24073393"
"29888","cg24073613"
"29889","cg24073782"
"29890","cg24074054"
"29891","cg24074253"
"29892","cg24074685"
"29893","cg24075332"
"29894","cg24075940"
"29895","cg24075966"
"29896","cg24075990"
"29897","cg24076537"
"29898","cg24076669"
"29899","cg24077076"
"29900","cg24077401"
"29901","cg24078767"
"29902","cg24079727"
"29903","cg24079981"
"29904","cg24080129"
"29905","cg24083324"
"29906","cg24083631"
"29907","cg24084927"
"29908","cg24086159"
"29909","cg24086348"
"29910","cg24086536"
"29911","cg24087071"
"29912","cg24087438"
"29913","cg24087669"
"29914","cg24087681"
"29915","cg24088134"
"29916","cg24088273"
"29917","cg24089111"
"29918","cg24090629"
"29919","cg24090671"
"29920","cg24091270"
"29921","cg24092000"
"29922","cg24092307"
"29923","cg24094706"
"29924","cg24096540"
"29925","cg24097094"
"29926","cg24097241"
"29927","cg24098013"
"29928","cg24098252"
"29929","cg24098588"
"29930","cg24100293"
"29931","cg24100357"
"29932","cg24100475"
"29933","cg24100811"
"29934","cg24101359"
"29935","cg24102817"
"29936","cg24103461"
"29937","cg24104608"
"29938","cg24107674"
"29939","cg24107848"
"29940","cg24108746"
"29941","cg24110052"
"29942","cg24113818"
"29943","cg24113973"
"29944","cg24114458"
"29945","cg24115922"
"29946","cg24117504"
"29947","cg24119613"
"29948","cg24119869"
"29949","cg24119990"
"29950","cg24120210"
"29951","cg24120696"
"29952","cg24120753"
"29953","cg24121424"
"29954","cg24123645"
"29955","cg24124620"
"29956","cg24124753"
"29957","cg24126361"
"29958","cg24126612"
"29959","cg24126618"
"29960","cg24126698"
"29961","cg24126844"
"29962","cg24126931"
"29963","cg24127239"
"29964","cg24127310"
"29965","cg24127965"
"29966","cg24128979"
"29967","cg24128998"
"29968","cg24129382"
"29969","cg24130055"
"29970","cg24130564"
"29971","cg24130945"
"29972","cg24131442"
"29973","cg24132500"
"29974","cg24132632"
"29975","cg24133207"
"29976","cg24134481"
"29977","cg24135491"
"29978","cg24135553"
"29979","cg24135923"
"29980","cg24136292"
"29981","cg24136671"
"29982","cg24137123"
"29983","cg24138705"
"29984","cg24141724"
"29985","cg24143305"
"29986","cg24144651"
"29987","cg24145109"
"29988","cg24145369"
"29989","cg24146349"
"29990","cg24146634"
"29991","cg24146685"
"29992","cg24147119"
"29993","cg24147543"
"29994","cg24148474"
"29995","cg24149364"
"29996","cg24150032"
"29997","cg24150333"
"29998","cg24153901"
"29999","cg24154024"
"30000","cg24154054"
"30001","cg24154132"
"30002","cg24155668"
"30003","cg24155937"
"30004","cg24156537"
"30005","cg24157349"
"30006","cg24157952"
"30007","cg24158157"
"30008","cg24158205"
"30009","cg24158324"
"30010","cg24158448"
"30011","cg24158878"
"30012","cg24160823"
"30013","cg24162781"
"30014","cg24163263"
"30015","cg24163448"
"30016","cg24165517"
"30017","cg24166175"
"30018","cg24166916"
"30019","cg24167652"
"30020","cg24167747"
"30021","cg24168083"
"30022","cg24168178"
"30023","cg24169773"
"30024","cg24170212"
"30025","cg24171294"
"30026","cg24171807"
"30027","cg24173596"
"30028","cg24174281"
"30029","cg24175311"
"30030","cg24176323"
"30031","cg24176383"
"30032","cg24176760"
"30033","cg24177517"
"30034","cg24177611"
"30035","cg24178134"
"30036","cg24178671"
"30037","cg24181311"
"30038","cg24182083"
"30039","cg24184606"
"30040","cg24184792"
"30041","cg24184919"
"30042","cg24185124"
"30043","cg24185649"
"30044","cg24185656"
"30045","cg24187101"
"30046","cg24189340"
"30047","cg24189734"
"30048","cg24190705"
"30049","cg24192569"
"30050","cg24193855"
"30051","cg24194674"
"30052","cg24194775"
"30053","cg24195524"
"30054","cg24196017"
"30055","cg24197059"
"30056","cg24198067"
"30057","cg24200501"
"30058","cg24201672"
"30059","cg24202123"
"30060","cg24202668"
"30061","cg24203234"
"30062","cg24203465"
"30063","cg24204017"
"30064","cg24204406"
"30065","cg24204878"
"30066","cg24206507"
"30067","cg24206531"
"30068","cg24206537"
"30069","cg24207068"
"30070","cg24207786"
"30071","cg24208588"
"30072","cg24209126"
"30073","cg24210280"
"30074","cg24212248"
"30075","cg24212302"
"30076","cg24214386"
"30077","cg24214659"
"30078","cg24215812"
"30079","cg24216233"
"30080","cg24216596"
"30081","cg24217789"
"30082","cg24217980"
"30083","cg24218681"
"30084","cg24219128"
"30085","cg24220897"
"30086","cg24221541"
"30087","cg24221642"
"30088","cg24227590"
"30089","cg24227837"
"30090","cg24229750"
"30091","cg24233119"
"30092","cg24233211"
"30093","cg24233293"
"30094","cg24234827"
"30095","cg24236654"
"30096","cg24237154"
"30097","cg24237609"
"30098","cg24239165"
"30099","cg24242051"
"30100","cg24242384"
"30101","cg24243914"
"30102","cg24247786"
"30103","cg24250261"
"30104","cg24250549"
"30105","cg24252029"
"30106","cg24253145"
"30107","cg24254377"
"30108","cg24254837"
"30109","cg24255159"
"30110","cg24255201"
"30111","cg24255756"
"30112","cg24257495"
"30113","cg24258705"
"30114","cg24260218"
"30115","cg24265722"
"30116","cg24265957"
"30117","cg24268035"
"30118","cg24268495"
"30119","cg24269991"
"30120","cg24270083"
"30121","cg24270624"
"30122","cg24274090"
"30123","cg24274662"
"30124","cg24275100"
"30125","cg24275437"
"30126","cg24277733"
"30127","cg24278423"
"30128","cg24278634"
"30129","cg24281117"
"30130","cg24283019"
"30131","cg24284460"
"30132","cg24284539"
"30133","cg24285811"
"30134","cg24290299"
"30135","cg24290947"
"30136","cg24292665"
"30137","cg24293614"
"30138","cg24293689"
"30139","cg24295324"
"30140","cg24295405"
"30141","cg24297049"
"30142","cg24298103"
"30143","cg24299087"
"30144","cg24299929"
"30145","cg24300845"
"30146","cg24301066"
"30147","cg24301139"
"30148","cg24301824"
"30149","cg24304210"
"30150","cg24304309"
"30151","cg24304928"
"30152","cg24305127"
"30153","cg24305663"
"30154","cg24306142"
"30155","cg24307229"
"30156","cg24307368"
"30157","cg24307703"
"30158","cg24308336"
"30159","cg24309769"
"30160","cg24310126"
"30161","cg24310667"
"30162","cg24310874"
"30163","cg24311564"
"30164","cg24311693"
"30165","cg24312489"
"30166","cg24314549"
"30167","cg24315876"
"30168","cg24316821"
"30169","cg24317069"
"30170","cg24317742"
"30171","cg24318537"
"30172","cg24319143"
"30173","cg24320034"
"30174","cg24320234"
"30175","cg24322052"
"30176","cg24322798"
"30177","cg24323552"
"30178","cg24324446"
"30179","cg24325314"
"30180","cg24325362"
"30181","cg24326880"
"30182","cg24330088"
"30183","cg24330347"
"30184","cg24331317"
"30185","cg24332942"
"30186","cg24333420"
"30187","cg24333798"
"30188","cg24335155"
"30189","cg24336398"
"30190","cg24337108"
"30191","cg24338483"
"30192","cg24339032"
"30193","cg24339197"
"30194","cg24339704"
"30195","cg24341059"
"30196","cg24342270"
"30197","cg24342464"
"30198","cg24342717"
"30199","cg24343720"
"30200","cg24345060"
"30201","cg24345147"
"30202","cg24345338"
"30203","cg24345856"
"30204","cg24346124"
"30205","cg24347822"
"30206","cg24351857"
"30207","cg24352561"
"30208","cg24353151"
"30209","cg24353740"
"30210","cg24355182"
"30211","cg24356179"
"30212","cg24356804"
"30213","cg24357714"
"30214","cg24360269"
"30215","cg24360742"
"30216","cg24361350"
"30217","cg24362238"
"30218","cg24365215"
"30219","cg24365896"
"30220","cg24366493"
"30221","cg24367967"
"30222","cg24368702"
"30223","cg24368865"
"30224","cg24369233"
"30225","cg24369857"
"30226","cg24371990"
"30227","cg24372808"
"30228","cg24373193"
"30229","cg24375085"
"30230","cg24375607"
"30231","cg24376311"
"30232","cg24376339"
"30233","cg24376802"
"30234","cg24378440"
"30235","cg24381155"
"30236","cg24381412"
"30237","cg24387367"
"30238","cg24389632"
"30239","cg24391931"
"30240","cg24391982"
"30241","cg24392672"
"30242","cg24393084"
"30243","cg24393317"
"30244","cg24393602"
"30245","cg24394288"
"30246","cg24396358"
"30247","cg24396631"
"30248","cg24396709"
"30249","cg24397241"
"30250","cg24397884"
"30251","cg24398379"
"30252","cg24398793"
"30253","cg24401199"
"30254","cg24401487"
"30255","cg24403968"
"30256","cg24406917"
"30257","cg24407607"
"30258","cg24408706"
"30259","cg24408896"
"30260","cg24410736"
"30261","cg24411301"
"30262","cg24411314"
"30263","cg24411929"
"30264","cg24411946"
"30265","cg24413068"
"30266","cg24413314"
"30267","cg24413826"
"30268","cg24414019"
"30269","cg24414039"
"30270","cg24414383"
"30271","cg24416513"
"30272","cg24417155"
"30273","cg24417621"
"30274","cg24417798"
"30275","cg24419560"
"30276","cg24420981"
"30277","cg24423503"
"30278","cg24423860"
"30279","cg24425175"
"30280","cg24425628"
"30281","cg24425984"
"30282","cg24426778"
"30283","cg24428271"
"30284","cg24428372"
"30285","cg24429533"
"30286","cg24430207"
"30287","cg24430517"
"30288","cg24430871"
"30289","cg24431693"
"30290","cg24432632"
"30291","cg24433156"
"30292","cg24433738"
"30293","cg24433844"
"30294","cg24433996"
"30295","cg24434232"
"30296","cg24434274"
"30297","cg24434320"
"30298","cg24434988"
"30299","cg24436196"
"30300","cg24437600"
"30301","cg24439623"
"30302","cg24440822"
"30303","cg24440854"
"30304","cg24441440"
"30305","cg24441577"
"30306","cg24443559"
"30307","cg24444521"
"30308","cg24444631"
"30309","cg24444655"
"30310","cg24445405"
"30311","cg24445724"
"30312","cg24445752"
"30313","cg24446148"
"30314","cg24446417"
"30315","cg24446604"
"30316","cg24447438"
"30317","cg24448523"
"30318","cg24448952"
"30319","cg24450112"
"30320","cg24451074"
"30321","cg24451872"
"30322","cg24452347"
"30323","cg24452602"
"30324","cg24454553"
"30325","cg24455158"
"30326","cg24455969"
"30327","cg24456592"
"30328","cg24459209"
"30329","cg24459738"
"30330","cg24461627"
"30331","cg24461669"
"30332","cg24462656"
"30333","cg24463469"
"30334","cg24463509"
"30335","cg24465592"
"30336","cg24465685"
"30337","cg24466277"
"30338","cg24466738"
"30339","cg24469742"
"30340","cg24470466"
"30341","cg24470804"
"30342","cg24470880"
"30343","cg24471073"
"30344","cg24471210"
"30345","cg24471894"
"30346","cg24471980"
"30347","cg24475016"
"30348","cg24475182"
"30349","cg24476939"
"30350","cg24477401"
"30351","cg24478096"
"30352","cg24478310"
"30353","cg24478630"
"30354","cg24478765"
"30355","cg24478926"
"30356","cg24479032"
"30357","cg24479382"
"30358","cg24479928"
"30359","cg24480926"
"30360","cg24481303"
"30361","cg24485957"
"30362","cg24486235"
"30363","cg24487856"
"30364","cg24488001"
"30365","cg24488344"
"30366","cg24490859"
"30367","cg24492374"
"30368","cg24492446"
"30369","cg24493004"
"30370","cg24493120"
"30371","cg24493553"
"30372","cg24495044"
"30373","cg24496475"
"30374","cg24496800"
"30375","cg24497270"
"30376","cg24497813"
"30377","cg24500294"
"30378","cg24500398"
"30379","cg24501315"
"30380","cg24501872"
"30381","cg24502022"
"30382","cg24502025"
"30383","cg24504307"
"30384","cg24504591"
"30385","cg24504954"
"30386","cg24506221"
"30387","cg24506533"
"30388","cg24506862"
"30389","cg24508021"
"30390","cg24508409"
"30391","cg24508547"
"30392","cg24508561"
"30393","cg24509237"
"30394","cg24510909"
"30395","cg24511167"
"30396","cg24511953"
"30397","cg24512731"
"30398","cg24515091"
"30399","cg24515131"
"30400","cg24515136"
"30401","cg24515946"
"30402","cg24516799"
"30403","cg24517136"
"30404","cg24517295"
"30405","cg24517944"
"30406","cg24521010"
"30407","cg24521633"
"30408","cg24522768"
"30409","cg24522921"
"30410","cg24523322"
"30411","cg24525151"
"30412","cg24525509"
"30413","cg24526056"
"30414","cg24527001"
"30415","cg24528523"
"30416","cg24529615"
"30417","cg24530218"
"30418","cg24530432"
"30419","cg24530527"
"30420","cg24531638"
"30421","cg24531825"
"30422","cg24533060"
"30423","cg24534731"
"30424","cg24534774"
"30425","cg24539380"
"30426","cg24539402"
"30427","cg24539569"
"30428","cg24540877"
"30429","cg24541550"
"30430","cg24542360"
"30431","cg24542453"
"30432","cg24543015"
"30433","cg24543696"
"30434","cg24544003"
"30435","cg24544113"
"30436","cg24544808"
"30437","cg24544986"
"30438","cg24545054"
"30439","cg24549702"
"30440","cg24550865"
"30441","cg24558204"
"30442","cg24559261"
"30443","cg24561366"
"30444","cg24561692"
"30445","cg24564603"
"30446","cg24565620"
"30447","cg24566217"
"30448","cg24566250"
"30449","cg24566615"
"30450","cg24569427"
"30451","cg24569492"
"30452","cg24569624"
"30453","cg24572577"
"30454","cg24573743"
"30455","cg24574692"
"30456","cg24575638"
"30457","cg24576051"
"30458","cg24576995"
"30459","cg24577098"
"30460","cg24577452"
"30461","cg24578428"
"30462","cg24578857"
"30463","cg24580071"
"30464","cg24580076"
"30465","cg24580175"
"30466","cg24580588"
"30467","cg24580635"
"30468","cg24581845"
"30469","cg24582500"
"30470","cg24582743"
"30471","cg24583966"
"30472","cg24585035"
"30473","cg24585292"
"30474","cg24585418"
"30475","cg24585782"
"30476","cg24585817"
"30477","cg24586121"
"30478","cg24586205"
"30479","cg24587400"
"30480","cg24587552"
"30481","cg24588468"
"30482","cg24588859"
"30483","cg24589908"
"30484","cg24590093"
"30485","cg24590990"
"30486","cg24591913"
"30487","cg24592527"
"30488","cg24592576"
"30489","cg24592790"
"30490","cg24593464"
"30491","cg24593918"
"30492","cg24595745"
"30493","cg24596788"
"30494","cg24597705"
"30495","cg24597927"
"30496","cg24598700"
"30497","cg24599017"
"30498","cg24599329"
"30499","cg24600274"
"30500","cg24601011"
"30501","cg24601037"
"30502","cg24602020"
"30503","cg24603028"
"30504","cg24603152"
"30505","cg24603922"
"30506","cg24605023"
"30507","cg24605830"
"30508","cg24607859"
"30509","cg24609094"
"30510","cg24609402"
"30511","cg24610259"
"30512","cg24611264"
"30513","cg24612696"
"30514","cg24612923"
"30515","cg24615528"
"30516","cg24617313"
"30517","cg24617504"
"30518","cg24618369"
"30519","cg24618694"
"30520","cg24620436"
"30521","cg24620635"
"30522","cg24621258"
"30523","cg24622143"
"30524","cg24622947"
"30525","cg24623196"
"30526","cg24626659"
"30527","cg24626850"
"30528","cg24629545"
"30529","cg24629711"
"30530","cg24630373"
"30531","cg24631579"
"30532","cg24631609"
"30533","cg24633291"
"30534","cg24634060"
"30535","cg24635903"
"30536","cg24636332"
"30537","cg24636541"
"30538","cg24636867"
"30539","cg24637349"
"30540","cg24638099"
"30541","cg24638356"
"30542","cg24640156"
"30543","cg24640577"
"30544","cg24640697"
"30545","cg24641302"
"30546","cg24641664"
"30547","cg24642039"
"30548","cg24643105"
"30549","cg24643381"
"30550","cg24643514"
"30551","cg24645681"
"30552","cg24648384"
"30553","cg24650120"
"30554","cg24650229"
"30555","cg24650279"
"30556","cg24651908"
"30557","cg24653270"
"30558","cg24655009"
"30559","cg24655476"
"30560","cg24655777"
"30561","cg24656388"
"30562","cg24657313"
"30563","cg24657788"
"30564","cg24658517"
"30565","cg24659646"
"30566","cg24661184"
"30567","cg24663315"
"30568","cg24663636"
"30569","cg24665320"
"30570","cg24668990"
"30571","cg24669311"
"30572","cg24671330"
"30573","cg24671760"
"30574","cg24671886"
"30575","cg24672014"
"30576","cg24672401"
"30577","cg24673771"
"30578","cg24673886"
"30579","cg24674445"
"30580","cg24675344"
"30581","cg24676000"
"30582","cg24676664"
"30583","cg24676755"
"30584","cg24677002"
"30585","cg24677036"
"30586","cg24678241"
"30587","cg24678320"
"30588","cg24678438"
"30589","cg24678862"
"30590","cg24679420"
"30591","cg24679615"
"30592","cg24680646"
"30593","cg24680742"
"30594","cg24682551"
"30595","cg24683070"
"30596","cg24683695"
"30597","cg24685298"
"30598","cg24686153"
"30599","cg24686187"
"30600","cg24686380"
"30601","cg24686679"
"30602","cg24686825"
"30603","cg24686902"
"30604","cg24687055"
"30605","cg24687805"
"30606","cg24688871"
"30607","cg24689794"
"30608","cg24690810"
"30609","cg24691942"
"30610","cg24692170"
"30611","cg24692254"
"30612","cg24693160"
"30613","cg24693225"
"30614","cg24693551"
"30615","cg24694501"
"30616","cg24694833"
"30617","cg24694947"
"30618","cg24697097"
"30619","cg24697433"
"30620","cg24698875"
"30621","cg24699914"
"30622","cg24700663"
"30623","cg24700999"
"30624","cg24701157"
"30625","cg24702253"
"30626","cg24703157"
"30627","cg24704332"
"30628","cg24704405"
"30629","cg24705404"
"30630","cg24706032"
"30631","cg24706857"
"30632","cg24707982"
"30633","cg24708854"
"30634","cg24710503"
"30635","cg24710520"
"30636","cg24711324"
"30637","cg24711482"
"30638","cg24711774"
"30639","cg24712108"
"30640","cg24713499"
"30641","cg24714634"
"30642","cg24715298"
"30643","cg24717695"
"30644","cg24718382"
"30645","cg24719107"
"30646","cg24719726"
"30647","cg24719910"
"30648","cg24723561"
"30649","cg24724937"
"30650","cg24726370"
"30651","cg24726503"
"30652","cg24728180"
"30653","cg24728370"
"30654","cg24729221"
"30655","cg24729839"
"30656","cg24730756"
"30657","cg24732062"
"30658","cg24732339"
"30659","cg24733530"
"30660","cg24734281"
"30661","cg24735790"
"30662","cg24736933"
"30663","cg24737067"
"30664","cg24737612"
"30665","cg24738257"
"30666","cg24739935"
"30667","cg24740515"
"30668","cg24740587"
"30669","cg24741609"
"30670","cg24744031"
"30671","cg24744430"
"30672","cg24747565"
"30673","cg24748262"
"30674","cg24748867"
"30675","cg24749362"
"30676","cg24750391"
"30677","cg24750627"
"30678","cg24751894"
"30679","cg24752300"
"30680","cg24752644"
"30681","cg24753094"
"30682","cg24754223"
"30683","cg24755137"
"30684","cg24755297"
"30685","cg24755515"
"30686","cg24756435"
"30687","cg24757160"
"30688","cg24757755"
"30689","cg24757850"
"30690","cg24760414"
"30691","cg24760581"
"30692","cg24762501"
"30693","cg24762889"
"30694","cg24764810"
"30695","cg24765783"
"30696","cg24765820"
"30697","cg24765924"
"30698","cg24766334"
"30699","cg24767131"
"30700","cg24768050"
"30701","cg24768164"
"30702","cg24769381"
"30703","cg24769499"
"30704","cg24774891"
"30705","cg24775963"
"30706","cg24778241"
"30707","cg24779195"
"30708","cg24779831"
"30709","cg24781299"
"30710","cg24782146"
"30711","cg24782169"
"30712","cg24782291"
"30713","cg24783642"
"30714","cg24784350"
"30715","cg24784416"
"30716","cg24786650"
"30717","cg24786705"
"30718","cg24787102"
"30719","cg24789143"
"30720","cg24789587"
"30721","cg24790912"
"30722","cg24791218"
"30723","cg24792671"
"30724","cg24792692"
"30725","cg24793642"
"30726","cg24797210"
"30727","cg24797456"
"30728","cg24800226"
"30729","cg24800326"
"30730","cg24800862"
"30731","cg24801087"
"30732","cg24801230"
"30733","cg24801889"
"30734","cg24802771"
"30735","cg24803687"
"30736","cg24804195"
"30737","cg24805307"
"30738","cg24805360"
"30739","cg24806663"
"30740","cg24806675"
"30741","cg24807516"
"30742","cg24808105"
"30743","cg24808318"
"30744","cg24808545"
"30745","cg24808901"
"30746","cg24809544"
"30747","cg24811190"
"30748","cg24812416"
"30749","cg24813212"
"30750","cg24813562"
"30751","cg24813613"
"30752","cg24814707"
"30753","cg24815505"
"30754","cg24815885"
"30755","cg24816464"
"30756","cg24820783"
"30757","cg24821313"
"30758","cg24822503"
"30759","cg24823308"
"30760","cg24823832"
"30761","cg24823979"
"30762","cg24824492"
"30763","cg24824734"
"30764","cg24825334"
"30765","cg24825693"
"30766","cg24826151"
"30767","cg24826564"
"30768","cg24826696"
"30769","cg24826892"
"30770","cg24827258"
"30771","cg24827626"
"30772","cg24828683"
"30773","cg24830971"
"30774","cg24832215"
"30775","cg24832498"
"30776","cg24833387"
"30777","cg24834394"
"30778","cg24834436"
"30779","cg24834575"
"30780","cg24834637"
"30781","cg24834873"
"30782","cg24836826"
"30783","cg24838305"
"30784","cg24839386"
"30785","cg24839529"
"30786","cg24839562"
"30787","cg24841424"
"30788","cg24842334"
"30789","cg24843499"
"30790","cg24844518"
"30791","cg24844717"
"30792","cg24844769"
"30793","cg24844777"
"30794","cg24844971"
"30795","cg24845535"
"30796","cg24845734"
"30797","cg24846009"
"30798","cg24847427"
"30799","cg24848192"
"30800","cg24848351"
"30801","cg24848437"
"30802","cg24848599"
"30803","cg24848948"
"30804","cg24849049"
"30805","cg24849373"
"30806","cg24850178"
"30807","cg24850331"
"30808","cg24850860"
"30809","cg24852032"
"30810","cg24853517"
"30811","cg24856383"
"30812","cg24858417"
"30813","cg24859226"
"30814","cg24859393"
"30815","cg24859648"
"30816","cg24859939"
"30817","cg24860345"
"30818","cg24860562"
"30819","cg24860938"
"30820","cg24861399"
"30821","cg24861747"
"30822","cg24862189"
"30823","cg24862743"
"30824","cg24863815"
"30825","cg24865007"
"30826","cg24866407"
"30827","cg24867665"
"30828","cg24867790"
"30829","cg24868167"
"30830","cg24871540"
"30831","cg24871596"
"30832","cg24872173"
"30833","cg24873388"
"30834","cg24873924"
"30835","cg24874111"
"30836","cg24874180"
"30837","cg24874309"
"30838","cg24874557"
"30839","cg24874977"
"30840","cg24875840"
"30841","cg24876164"
"30842","cg24876644"
"30843","cg24876648"
"30844","cg24877190"
"30845","cg24877963"
"30846","cg24877964"
"30847","cg24878887"
"30848","cg24880869"
"30849","cg24881202"
"30850","cg24881472"
"30851","cg24881607"
"30852","cg24882714"
"30853","cg24883219"
"30854","cg24883441"
"30855","cg24884207"
"30856","cg24884985"
"30857","cg24885202"
"30858","cg24886257"
"30859","cg24886831"
"30860","cg24888170"
"30861","cg24890104"
"30862","cg24891125"
"30863","cg24892120"
"30864","cg24892602"
"30865","cg24893035"
"30866","cg24893364"
"30867","cg24893378"
"30868","cg24893721"
"30869","cg24895497"
"30870","cg24895779"
"30871","cg24897291"
"30872","cg24899209"
"30873","cg24899294"
"30874","cg24899871"
"30875","cg24900164"
"30876","cg24900563"
"30877","cg24900671"
"30878","cg24902206"
"30879","cg24902362"
"30880","cg24905248"
"30881","cg24905797"
"30882","cg24906015"
"30883","cg24907011"
"30884","cg24910943"
"30885","cg24911364"
"30886","cg24911934"
"30887","cg24912473"
"30888","cg24912956"
"30889","cg24913825"
"30890","cg24914661"
"30891","cg24915503"
"30892","cg24917131"
"30893","cg24918715"
"30894","cg24919753"
"30895","cg24919768"
"30896","cg24922022"
"30897","cg24923430"
"30898","cg24923866"
"30899","cg24924051"
"30900","cg24924449"
"30901","cg24924572"
"30902","cg24924631"
"30903","cg24925741"
"30904","cg24926253"
"30905","cg24926791"
"30906","cg24927687"
"30907","cg24927769"
"30908","cg24927890"
"30909","cg24928141"
"30910","cg24928150"
"30911","cg24928333"
"30912","cg24928726"
"30913","cg24930713"
"30914","cg24931168"
"30915","cg24934400"
"30916","cg24935208"
"30917","cg24936695"
"30918","cg24938286"
"30919","cg24938968"
"30920","cg24939470"
"30921","cg24939710"
"30922","cg24939838"
"30923","cg24940370"
"30924","cg24940511"
"30925","cg24940967"
"30926","cg24941405"
"30927","cg24941469"
"30928","cg24941603"
"30929","cg24943459"
"30930","cg24945223"
"30931","cg24945965"
"30932","cg24946408"
"30933","cg24947615"
"30934","cg24947637"
"30935","cg24949133"
"30936","cg24951781"
"30937","cg24951989"
"30938","cg24952411"
"30939","cg24952754"
"30940","cg24952936"
"30941","cg24953922"
"30942","cg24954696"
"30943","cg24955546"
"30944","cg24955592"
"30945","cg24955743"
"30946","cg24960960"
"30947","cg24961139"
"30948","cg24961286"
"30949","cg24961501"
"30950","cg24962268"
"30951","cg24963024"
"30952","cg24965080"
"30953","cg24965356"
"30954","cg24966363"
"30955","cg24968730"
"30956","cg24968869"
"30957","cg24969496"
"30958","cg24970478"
"30959","cg24973221"
"30960","cg24974845"
"30961","cg24975898"
"30962","cg24976262"
"30963","cg24976335"
"30964","cg24976563"
"30965","cg24980174"
"30966","cg24981833"
"30967","cg24982541"
"30968","cg24983539"
"30969","cg24984735"
"30970","cg24990238"
"30971","cg24993443"
"30972","cg24993471"
"30973","cg24994002"
"30974","cg24994355"
"30975","cg24994504"
"30976","cg24995678"
"30977","cg24995976"
"30978","cg24997845"
"30979","cg24997944"
"30980","cg24998459"
"30981","cg24998649"
"30982","cg24999243"
"30983","cg25000005"
"30984","cg25000623"
"30985","cg25000696"
"30986","cg25000938"
"30987","cg25001544"
"30988","cg25002191"
"30989","cg25002570"
"30990","cg25002781"
"30991","cg25003366"
"30992","cg25004478"
"30993","cg25006254"
"30994","cg25006721"
"30995","cg25006870"
"30996","cg25007393"
"30997","cg25007414"
"30998","cg25007680"
"30999","cg25007722"
"31000","cg25008857"
"31001","cg25009451"
"31002","cg25009965"
"31003","cg25010115"
"31004","cg25010191"
"31005","cg25010415"
"31006","cg25010880"
"31007","cg25012185"
"31008","cg25012833"
"31009","cg25013058"
"31010","cg25013571"
"31011","cg25013753"
"31012","cg25014494"
"31013","cg25014744"
"31014","cg25019033"
"31015","cg25019961"
"31016","cg25022866"
"31017","cg25023165"
"31018","cg25023328"
"31019","cg25024210"
"31020","cg25026957"
"31021","cg25027916"
"31022","cg25029797"
"31023","cg25030862"
"31024","cg25032722"
"31025","cg25033380"
"31026","cg25033405"
"31027","cg25034709"
"31028","cg25036081"
"31029","cg25036456"
"31030","cg25037167"
"31031","cg25037777"
"31032","cg25039879"
"31033","cg25042383"
"31034","cg25042586"
"31035","cg25042710"
"31036","cg25043496"
"31037","cg25044834"
"31038","cg25045127"
"31039","cg25045242"
"31040","cg25046571"
"31041","cg25046953"
"31042","cg25050566"
"31043","cg25051134"
"31044","cg25053079"
"31045","cg25053142"
"31046","cg25053275"
"31047","cg25053336"
"31048","cg25053484"
"31049","cg25054294"
"31050","cg25054416"
"31051","cg25054828"
"31052","cg25057035"
"31053","cg25057372"
"31054","cg25057705"
"31055","cg25058438"
"31056","cg25058918"
"31057","cg25059408"
"31058","cg25059434"
"31059","cg25060004"
"31060","cg25062533"
"31061","cg25063189"
"31062","cg25063211"
"31063","cg25066857"
"31064","cg25067162"
"31065","cg25068253"
"31066","cg25069796"
"31067","cg25070565"
"31068","cg25071774"
"31069","cg25073051"
"31070","cg25073967"
"31071","cg25073998"
"31072","cg25074461"
"31073","cg25074794"
"31074","cg25076039"
"31075","cg25076318"
"31076","cg25077778"
"31077","cg25079915"
"31078","cg25080111"
"31079","cg25080176"
"31080","cg25080206"
"31081","cg25082671"
"31082","cg25083933"
"31083","cg25084027"
"31084","cg25084525"
"31085","cg25085158"
"31086","cg25086501"
"31087","cg25089357"
"31088","cg25089544"
"31089","cg25090416"
"31090","cg25090972"
"31091","cg25094735"
"31092","cg25095187"
"31093","cg25095587"
"31094","cg25095589"
"31095","cg25095934"
"31096","cg25096861"
"31097","cg25097308"
"31098","cg25097610"
"31099","cg25097676"
"31100","cg25098208"
"31101","cg25099095"
"31102","cg25101337"
"31103","cg25102742"
"31104","cg25104430"
"31105","cg25104613"
"31106","cg25104621"
"31107","cg25105536"
"31108","cg25105617"
"31109","cg25105824"
"31110","cg25107289"
